Ranking;Nombre;NIF;patentes;ano_constitucion;poblacion;comarca;sector_amigable;grupo_empresarial;rol_en_grupo;ventas_confianza;empleados_numero;empleados_fuente;ceo_actual;ventas_reales;ventas_fuente;inversores_capital_privado;usa_ia;ia_detalle;stack_nivel;stack_detalle;equipo_tech_estimacion;roles_tech_detectados;pct_exportacion;inversion_id;mercado_b2b_b2c;posicion_mercado;producto_propio;mercado_cotizacion;tipologia_propiedad;taxonomia_confianza;taxonomia_razonamiento;rol_ecosistema;rol_ecosistema_confianza;rol_ecosistema_razonamiento;es_campeona_oculta
3,677;SOCLEO GESTION SL.;B75227389;0.0;2019;Donostia-San Sebastián;Donostialdea;Servicios auxiliares a empresas;;independiente;media;22.0;eInforma (dato no verificado en búsqueda web);;25000000.0;eInforma (dato no verificado en búsqueda web);;;;;;sin evidencia;;;;B2B;;No (servicios de gestoría administrativa);No cotiza;Empresa familiar — Pyme;media;Administradores solidarios Carlos y David Garrancho Gallardo (apellido compartido, probable familia). Ventas 25M€ pero solo 22 empleados, por debajo del umbral de 250 empleados. Sin evidencia de PE ni estructura de gran grupo.;Resto del tejido empresarial;alta;Empresa de servicios administrativos y contables. 22 empleados, 25M€ de ventas (cifra llamativamente alta para el tamaño), sin producto propio ni liderazgo de nicho. Servicios de gestoría local.;
3,681;LABEA INGENIERIA Y SERVICIOS SA;A20642617;0.0;1998;Errenteria;Bidasoa;Ingeniería y servicios técnicos;;independiente;media;12.0;InfoJobs 2025;Mikel Mendiola;1200000.0;Axesor (rango 750.001-1.500.000€, estimado medio);;No;;Básico;No hay evidencia de stack tecnológico avanzado. Empresa enfocada en ingeniería industrial y servicios técnicos, no en desarrollo de software;sin evidencia;;Alto (evidencia de proyectos en Polonia, Rusia, Malasia, Grecia, Turquía);Centro I+D propio en Egiburuberri (Errenteria). Participación en proyecto Hazitek 2017 (Aurrerab) con presupuesto de 5,206 millones de euros junto a ArcelorMittal;B2B;Nacional;Sí, equipos especializados para siderurgia: sistemas de inyección de oxígeno, equipos de aporte de energía química a hornos, sistemas de alimentación a hornos eléctricos (EAF), equipos de combustión;No cotiza;Empresa familiar — Pyme;alta;Mikel Mendiola como fundador y administrador único. Ventas 1,2M€ y 12 empleados, claramente pyme. Sin indicios de PE ni otros accionistas.;Resto del tejido empresarial;alta;Empresa de ingeniería especializada en siderurgia con proyectos internacionales (Polonia, Rusia, Malasia) y centro I+D propio. Interesante perfil exportador y técnico, pero con solo 12 empleados y 1.2M€ de ventas es demasiado pequeña para ser campeona oculta. Referente nacional pero sin evidencia de liderazgo mundial en nicho.;
3,682;ENTORNO INFORMATICO Y COMPLEMENTOS SL;B20583944;0.0;1997;Andoain;Donostialdea;Comercio al por mayor;;independiente;baja;3.0;eInforma 2024;;;Discrepancia: eInforma registra 25M€, pero Páginas Amarillas indica 500K-1M€, RocketReach ~1.8M€;;;;;;mínimo (<5);;;;Mixto;Regional;No (distribuidor/comerciante de hardware y componentes informáticos);No cotiza;Empresa familiar — Pyme;baja;Sin datos de accionariado. Solo 3 empleados pese a 25M€ de ventas (posiblemente trading/distribución). Por defecto estadístico: empresa familiar pyme.;Resto del tejido empresarial;alta;Distribuidor/comerciante de hardware y componentes informáticos. 3 empleados, sin producto propio. Las ventas de 25M€ parecen inconsistentes con 3 empleados. Sin liderazgo de nicho ni fabricación propia.;
3,685;ATEK VAN ROOFS SL.;B72600620;0.0;2022;Lezo;Bidasoa;Ingeniería y servicios técnicos;;independiente;baja;2.0;eInforma 2024;Plano Hernandez Ander;;Rango 1.500.001-3.000.000€ según Axesor/Informa (no 25M€);;;;;;sin evidencia;;0;;B2B;Regional;Sí, techos elevables de fibra de vidrio para furgonetas camper (modelos AT002 y otros);No cotiza;Empresa familiar — Pyme;alta;Ander Plano Hernandez es el único socio (100%, empresa unipersonal). 2 empleados. Pyme de propiedad individual/familiar clara.;Resto del tejido empresarial;alta;Empresa unipersonal (2 empleados) de techos elevables para furgonetas camper. Producto propio interesante pero mercado regional, sin exportación y escala mínima. No cumple criterios de campeona oculta.;
3,686;EUTIK SOLUTIONS SL.;B75018275;0.0;2010;Donostia-San Sebastián;Donostialdea;Tecnologías de la información;;independiente;baja;9.0;eInforma (año 2024, actualizado 03/03/2026);;;"Entre 0,6 y 1,5 millones € (Informa D&B, último balance 2023); crecimiento 29.59% último año";;Sí;Promoción activa de RPA (automatización de procesos robóticos) para tareas administrativas, facturación e inventarios. Análisis predictivo y Business Intelligence (BI) como áreas core. Énfasis en hiper-automatización e integración de plataformas ERP/CRM/BPM con IA.;Avanzado;Especialización en plataformas de gestión unificadas (ERP, CRM, BPM, BPA). Soluciones no-code. Business Intelligence avanzado. RPA (Robotic Process Automation). Análisis predictivo. Integración de sistemas empresariales.;mínimo (<5);;;Subvención recibida del Gobierno Vasco (Dpto. Desarrollo Económico, Sostenibilidad y Medio Ambiente). Enfoque en innovación tecnológica en automatización e IA.;B2B;Regional;Sí, soluciones propias de automatización de procesos (BPM), análisis de datos (BI) y plataformas no-code para empresas medianas-grandes;No cotiza;Empresa familiar — Pyme;media;Identificada como empresa familiar con Mikel Lasa como socio fundador. 9 empleados, por debajo de umbrales de gran grupo. Sin evidencia de PE con ≥20%.;Resto del tejido empresarial;alta;Consultora de automatización de procesos y BI. 9 empleados, mercado regional, sin patentes. Empresa de servicios tecnológicos sin liderazgo de nicho internacional ni escala suficiente.;
3,694;URRATEGI SL;B20479226;0.0;1994;Azpeitia;Urola-Costa;Comercio al por menor;;independiente;baja;1.0;eInforma 2024, Empresite 2024;Cagigal Aguirrezabal Pedro;;"Axesor indica rango 750.001-1.500.000€; Empresia indica 500.000-1.000.000€; eInforma reporta crecimiento 14.7% en 2024 pero cifra exacta no disponible públicamente";;;;Básico;Plataforma e-commerce con gestión de pedidos, almacenes y logística. Uso de cookies y analítica web. No hay evidencia de stack tecnológico avanzado (cloud nativo, big data, microservicios, DevOps);mínimo (<5);;;;B2C;Regional;Sí, plataforma de e-commerce urrategidigital.com para venta online de electrodomésticos y electrónica de consumo;No cotiza;Empresa familiar — Pyme;baja;Sin datos de accionariado. 1 empleado y más de 50 años de experiencia mencionados sugieren empresa familiar tradicional. Por defecto: empresa familiar pyme.;Resto del tejido empresarial;alta;Comercio al por menor de electrodomésticos y electrónica con plataforma e-commerce. 1 empleado, mercado regional B2C. Sin fabricación propia ni liderazgo de nicho.;
3,696;PUMM FEEL SL.;B87981429;0.0;2017;Donostia-San Sebastián;Donostialdea;Otras industrias manufactureras;;independiente;media;1.0;Empresite (año 2022), InfoEmpresa (1-9 empleados rango);Josu Usabiaga Querejeta;1125000.0;Axesor: rango 750.001-1.500.000€ (2022), estimación media del rango;;;;;;sin evidencia;;;Subvención recibida del Ministerio de Industria, Comercio y Turismo (2022), pero sin datos de % I+D sobre ventas;B2B;Regional;No (modelo de fabricación para terceros). Ofrece servicios de diseño y fabricación personalizada de palas de pádel, balones, ropa deportiva y accesorios bajo marcas de clientes;No cotiza;Empresa familiar — Pyme;alta;Jesús Usabiaga Querejeta es socio único al 100%. Ventas 1,125M€ y 1 empleado. Empresa unipersonal/familiar pyme inequívoca.;Resto del tejido empresarial;alta;Empresa unipersonal de fabricación white label de productos deportivos. 1 empleado, 1.1M€ de ventas, mercado regional, sin producto propio bajo marca propia. Sin liderazgo de nicho.;
3,698;EMA ERGONOMIA SL.;B75190082;0.0;2018;Elgoibar;Bajo Deba;Maquinaria y equipo;;independiente;media;3.0;eInforma 2024 (31/07/2025);Iñigo Izagirre;1125000.0;"Axesor: rango 750.001-1.500.000€ (2023); eInforma: crecimiento 5,36% 2023-2024";;;;;;sin evidencia;;0;"Proyectos de desarrollo y personalización continua; investigación técnica en simulación virtual, prototipado y validación; tecnologías avanzadas de control y automatización; subvención Red.es (Ministerio Transformación Digital)";B2B;Regional;Sí, utillajes y maquinaria de manipulación personalizados: manipuladores ingravidos, volteadores especiales, balancines, sistemas de elevación, maquinaria para fabricación de catéteres médicos, pulmones para tornos CNC;No cotiza;Empresa familiar — Pyme;alta;Iñigo Izagirre identificado como propietario/administrador único, empresa familiar explícita. Ventas 1,125M€ y 3 empleados, claramente pyme.;Resto del tejido empresarial;alta;Pyme de ingeniería de maquinaria de manipulación industrial. 3 empleados, 1.1M€ de ventas, mercado regional, sin exportación. Producto propio especializado pero escala y alcance insuficientes para campeona oculta.;
3,702;ZATOZ SL;B20216370;0.0;1990;Donostia-San Sebastián;Donostialdea;Comercio al por mayor;;independiente;baja;1.0;eInforma (año 2023, actualizado 09/06/2025);;;Crecimiento verificado 42.26% 2022-2023, cifra exacta no disponible en fuentes públicas;;;;;;sin evidencia;;;;B2B;Regional;No (distribuidor/intermediario de productos manufacturados);No cotiza;Empresa familiar — Pyme;baja;Sin datos de accionariado. Solo 1 empleado pese a 25M€ de ventas (posiblemente distribución/intermediación). Por defecto estadístico: empresa familiar pyme.;Resto del tejido empresarial;alta;Distribuidor/intermediario de productos industriales para sectores químico y biofarmacéutico. 1 empleado, sin producto propio, mercado local. Sin liderazgo de nicho ni fabricación.;
3,703;RECICLAJES INDUSTRIALES DE PRODUCTOS CELULOSICOS SL;B20462123;0.0;1993;Belauntza;Tolosaldea;Agua y gestión de residuos;;independiente;baja;13.0;Empresite (año 2024);;;;;;;;;sin evidencia;;;;B2B;Regional;Sí, servicios de recuperación, rebobinado y corte de papel y cartón;No cotiza;Empresa familiar — Pyme;media;Paula Ostra Beldarrain como administrador único. 13 empleados y ventas de 25M€ (solo un umbral superado). Sin evidencia de PE ni estructura corporativa. Probable empresa familiar pyme.;Resto del tejido empresarial;alta;Empresa de reciclaje y recuperación de papel y cartón. 13 empleados, mercado regional, sin patentes. Servicio industrial local sin liderazgo de nicho internacional.;
3,705;ARKAITZ ROTETA SL;B20982807;0.0;2008;Asteasu;Tolosaldea;Productos metálicos;;independiente;baja;6.0;Einforma 2024, Empresite 2024;Arkaitz Roteta Pagadizabal;;Axesor indica rango 750.001-1.500.000€ (2024), pero cifra exacta no disponible públicamente;;No;;Básico;Maquinaria CNC de última generación (fresadora Lagun GML8, centros de mecanizado CNC). No hay evidencia de stack tecnológico digital avanzado, cloud, ERP o herramientas de software empresarial;sin evidencia;;;Ha recibido subvención de SPRI (Agencia Vasca de Desarrollo Empresarial), pero no hay datos públicos sobre % de I+D sobre ventas;B2B;Regional;No (servicios de mecanizado bajo plano para terceros). Ofrece servicio integral de mecanizado de precisión personalizado, no producto propio;No cotiza;Empresa familiar — Pyme;alta;Arkaitz Roteta Pagadizabal como propietario y administrador único. Capital social mínimo (1-3.500€), 6 empleados. Empresa unipersonal/familiar pyme clara.;Resto del tejido empresarial;alta;Taller de mecanizado de precisión para terceros. 6 empleados, mercado regional, sin producto propio (servicio bajo plano). Subcontratista industrial típico del tejido de Gipuzkoa sin liderazgo de nicho.;
3,706;PETA OPTIK SOCIEDAD LIMITADA.;B95910691;0.0;2018;Donostia-San Sebastián;Donostialdea;Tecnologías de la información;;independiente;baja;8.0;"PitchBook 2025 (dato más reciente); eInforma reporta 6 en 2023";Aquiles Paternottre Echeverría;;"No confirmado en búsqueda web; cifra de 25M€ no verificada";Ekin + Program, Bic Gipuzkoa (montos no especificados);Sí;Equipo incluye 'Artificial Intelligence engineer' (César Meilán Seoane) según web corporativa. Aplicaciones en edge computing y procesamiento de señales para telecomunicaciones ópticas;Avanzado;Diseño de hardware: FPGAs, IC design, analog electronics. Arquitecturas de red móvil. Desarrollo de IP propio para edge computing. Infraestructuras satélite/terrestres;medio (5-20);IC design engineer, Analog electronics engineer, AI engineer, Photodetector Design engineer, Hardware Development Engineer, HW FPGA Engineer (múltiples ofertas en LinkedIn);;Centro I+D propio en Donostia-San Sebastián y Madrid. Startup de innovación en microelectrónica. Proyectos en telecomunicaciones ópticas de bajo carbono;B2B;Nacional;"Sí, tecnología OSCM (Optical Space Connected Modulation) para enlaces de telecomunicaciones ópticas de alta velocidad y bajo consumo energético; TeraChip para aplicaciones FWA (Fixed Wireless Access)";No cotiza;Participada por PE / capital riesgo / family office;media;Inversores identificados: Ekin + Program (entidad de capital semilla/aceleración) y BIC Gipuzkoa (entidad de apoyo a startups con participaciones de capital). Presencia de inversores institucionales de capital privado en el accionariado. Porcentajes no especificados, de ahí confianza media.;Resto del tejido empresarial;alta;Startup fabless de diseño de chips fotónicos para telecomunicaciones ópticas con tecnología OSCM propia e inversores institucionales. Perfil innovador y B2B con potencial, pero es una startup en fase temprana (8 empleados, sin patentes registradas), sin evidencia de liderazgo mundial consolidado ni exportaciones significativas. No cumple criterios de campeona oculta por madurez insuficiente.;
3,707;ZILARRA SL;B20905436;0.0;2006;Donostia-San Sebastián;Donostialdea;Comercio al por mayor;;independiente;media;2.0;Empresite (año 2025), eInforma (3 empleados año 2023);;1000000.0;"Informa D&B: rango entre 0,6-1,5 millones €; Empresia: rango 500.000-1.000.000 €";;;;;;sin evidencia;;;;B2B;Regional;Sí, bisutería bañada en oro y artículos de joyería/regalo;No cotiza;Empresa familiar — Pyme;baja;Sin datos públicos de accionariado. Ventas 1M€ y 2 empleados. Por defecto estadístico: empresa familiar pyme.;Resto del tejido empresarial;alta;Comerciante mayorista de bisutería, joyería y regalos. 2 empleados, 1M€ de ventas, mercado regional. Sin liderazgo de nicho internacional ni escala relevante.;
3,708;PARRA MEKANIZATUAK S.L.;B20868816;0.0;2005;Aretxabaleta;Alto Deba;Productos metálicos;;independiente;baja;8.0;eInforma 2024;;;;;;;;;sin evidencia;;;;B2B;Regional;No, servicios de mecanizado bajo plano/muestra;No cotiza;Empresa familiar — Pyme;baja;Sin datos públicos de accionariado. NIF B (SL), ventas 25M€ declaradas pero solo 8 empleados (dato inconsistente, posiblemente cifra por defecto). Por defecto pyme vasca sin datos = empresa familiar pyme.;Resto del tejido empresarial;alta;Pyme de mecanizado bajo plano/muestra para mantenimiento industrial. Sin producto propio, sin exportación, sin patentes, 8 empleados, posición regional. Proveedor local de servicios industriales sin liderazgo de nicho.;
3,709;HIRUHAGIN SL.;B75121053;0.0;2015;Donostia-San Sebastián;Donostialdea;Otras industrias manufactureras;;independiente;baja;9.0;Empresite/eInforma 2023;;;"Rango 250.001-750.000€ según Axesor; cifra de 25M no verificada";;;;;;sin evidencia;;;;B2B;Regional;Sí, servicios de laboratorio protésico y fabricación de prótesis dentales;No cotiza;Empresa familiar — Pyme;media;Tres administradores solidarios con apellidos identificables, capital social de 3.010€ muy reducido, descrita como empresa familiar. Ventas 25M€ parecen cifra por defecto dado el tamaño (9 empleados). Encaja como pyme familiar.;Resto del tejido empresarial;alta;Laboratorio protésico dental familiar, 9 empleados, posición regional, sin patentes ni exportación. Pyme de servicios sanitarios locales sin liderazgo de nicho internacional.;
3,71;RECREATIVOS UROLA SL;B20347902;0.0;1991;Zumarraga;Goierri;Ocio, deporte y cultura;;independiente;baja;10.0;Páginas Amarillas (rango 0-10 empleados, entidad local Zumarraga);;;Páginas Amarillas reporta rango 500.000€-1.000.000€, no cifra exacta;;;;;;sin evidencia;;;;B2C;Regional;No (explotación de máquinas recreativas de terceros);No cotiza;Empresa familiar — Pyme;media;Administradores identificados por apellidos (Echeverria Mendiguren, Ramos Quintana), sin indicios de PE ni grupo externo. 10 empleados y ventas probablemente por defecto. Clasificada como pyme familiar.;Resto del tejido empresarial;alta;Explotación de máquinas recreativas de terceros, B2C, posición local, sin producto propio ni exportación. Empresa de ocio local sin relevancia de nicho.;
